estacion,latitud,longitud,msnm,TEMPERATURA_CELSIUS,VELOCIDAD_MEDIA_DIARIA_VIENTO_MILLAS_POR_HORA,DIRECCION_VIENTO_MAS_RAPIDA_5_SEC_GRADOS,VELOCIDAD_VIENTO_MAS_RAPIDA_5_SEC_MILLAS_POR_HORA,PRECIPITACION_mm,mes,dia,rango_estacion
12,26.6847,-80.0994,5.8,22.800000000000004,13.42,250.0,36.91,0.02,2,15,2
12,26.6847,-80.0994,5.8,26.3,13.2,250.0,33.11,0.0,4,6,2
12,26.6847,-80.0994,5.8,20.700000000000003,12.3,250.0,29.08,0.0,4,7,2
12,26.6847,-80.0994,5.8,29.400000000000002,8.5,250.0,40.04,0.24,7,29,2
12,26.6847,-80.0994,5.8,28.099999999999998,5.14,250.0,19.91,0.02,8,14,2
12,26.6847,-80.0994,5.8,28.400000000000002,4.47,250.0,21.03,0.11,9,6,2
2,26.0719,-80.1536,3.4,24.499999999999996,10.29,250.0,31.99,0.0,4,24,2
2,26.0719,-80.1536,3.4,26.799999999999997,10.29,250.0,31.99,0.16,5,4,2
2,26.0719,-80.1536,3.4,29.099999999999998,8.28,250.0,36.01,1.51,7,30,2
2,26.0719,-80.1536,3.4,26.599999999999998,8.05,250.0,38.92,0.15,8,1,2
2,26.0719,-80.1536,3.4,29.5,4.25,250.0,23.04,0.0,8,14,2
2,26.0719,-80.1536,3.4,25.599999999999998,5.82,250.0,23.94,1.05,8,26,2
4,30.4844,-81.7019,10.1,20.700000000000003,15.66,250.0,46.98,0.0,2,15,3
4,30.4844,-81.7019,10.1,23.400000000000002,9.62,250.0,25.95,0.0,3,1,3
4,30.4844,-81.7019,10.1,20.900000000000002,6.26,250.0,23.94,0.0,3,8,3
4,30.4844,-81.7019,10.1,14.200000000000001,8.28,250.0,21.92,0.0,3,18,3
4,30.4844,-81.7019,10.1,26.900000000000002,10.51,250.0,40.04,0.26,5,1,3
4,30.4844,-81.7019,10.1,24.699999999999996,4.03,250.0,19.01,0.0,5,10,3
4,30.4844,-81.7019,10.1,22.600000000000005,10.51,250.0,36.91,3.7,5,24,3
4,30.4844,-81.7019,10.1,28.5,5.82,250.0,21.03,0.0,6,24,3
4,30.4844,-81.7019,10.1,26.5,5.37,250.0,21.03,0.71,6,29,3
4,30.4844,-81.7019,10.1,27.1,3.8,250.0,34.0,0.22,6,30,3
4,30.4844,-81.7019,10.1,26.0,2.91,250.0,31.99,1.97,7,10,3
4,30.4844,-81.7019,10.1,28.099999999999998,5.82,250.0,14.99,0.0,8,15,3
4,30.4844,-81.7019,10.1,25.300000000000004,4.03,250.0,19.91,0.0,9,6,3
5,30.3361,-81.5147,12.5,17.200000000000003,3.13,250.0,17.0,0.0,1,17,2
5,30.3361,-81.5147,12.5,10.799999999999999,9.17,250.0,34.0,0.0,1,29,2
5,30.3361,-81.5147,12.5,17.4,8.28,250.0,23.94,0.0,2,12,2
5,30.3361,-81.5147,12.5,20.599999999999998,15.66,250.0,42.95,0.0,2,15,2
5,30.3361,-81.5147,12.5,14.600000000000001,7.38,250.0,21.92,0.0,3,18,2
5,30.3361,-81.5147,12.5,24.400000000000002,12.75,250.0,36.01,0.0,3,31,2
5,30.3361,-81.5147,12.5,25.4,9.84,250.0,29.97,0.0,4,5,2
5,30.3361,-81.5147,12.5,21.999999999999996,10.29,250.0,31.09,0.0,4,24,2
5,30.3361,-81.5147,12.5,21.2,14.32,250.0,36.91,0.0,5,5,2
5,30.3361,-81.5147,12.5,23.000000000000004,10.51,250.0,31.99,0.0,5,25,2
5,30.3361,-81.5147,12.5,26.100000000000005,7.38,250.0,23.04,0.0,5,28,2
5,30.3361,-81.5147,12.5,24.799999999999997,3.8,250.0,27.96,1.63,6,14,2
5,30.3361,-81.5147,12.5,26.0,8.5,250.0,25.05,0.0,8,3,2
5,30.3361,-81.5147,12.5,26.3,7.83,250.0,23.04,0.0,9,12,2
9,30.3975,-84.3289,19.2,9.300000000000002,4.03,250.0,21.03,0.0,1,30,2
9,30.3975,-84.3289,19.2,18.299999999999997,7.61,250.0,27.07,0.04,2,8,2
9,30.3975,-84.3289,19.2,23.099999999999998,6.49,250.0,25.05,0.08,5,13,2
8,28.4339,-81.325,27.4,21.799999999999997,14.99,240.0,42.95,0.0,2,15,2
8,28.4339,-81.325,27.4,21.700000000000003,6.93,240.0,23.94,0.0,4,26,2
8,28.4339,-81.325,27.4,23.7,11.18,240.0,31.09,0.0,5,25,2
8,28.4339,-81.325,27.4,25.599999999999998,10.96,240.0,31.09,0.44,8,28,2
8,28.4339,-81.325,27.4,25.500000000000004,8.05,240.0,21.92,0.0,9,12,2
3,29.6919,-82.2756,37.5,22.199999999999996,8.95,240.0,31.09,0.14,1,3,3
3,29.6919,-82.2756,37.5,22.9,6.71,240.0,25.05,0.0,1,20,3
3,29.6919,-82.2756,37.5,19.6,9.62,240.0,35.12,0.08,1,26,3
3,29.6919,-82.2756,37.5,10.399999999999999,7.83,240.0,31.99,0.0,1,29,3
3,29.6919,-82.2756,37.5,22.399999999999995,9.84,240.0,27.96,0.0,2,9,3
3,29.6919,-82.2756,37.5,14.700000000000001,4.47,240.0,18.12,0.0,2,11,3
3,29.6919,-82.2756,37.5,23.200000000000003,4.7,240.0,17.0,0.0,4,22,3
3,29.6919,-82.2756,37.5,24.400000000000002,4.92,240.0,23.04,0.0,5,10,3
3,29.6919,-82.2756,37.5,25.4,5.82,240.0,19.91,0.03,6,5,3
3,29.6919,-82.2756,37.5,24.400000000000002,4.03,240.0,23.94,0.12,6,14,3
3,29.6919,-82.2756,37.5,27.399999999999995,5.59,240.0,19.01,0.0,6,24,3
3,29.6919,-82.2756,37.5,24.799999999999997,3.36,240.0,31.09,1.05,7,22,3
1,29.1828,-81.0483,9.4,14.799999999999999,4.7,240.0,17.0,0.0,1,25,2
1,29.1828,-81.0483,9.4,19.6,10.51,240.0,35.12,0.03,1,26,2
1,29.1828,-81.0483,9.4,8.900000000000002,6.93,240.0,27.96,0.18,1,29,2
1,29.1828,-81.0483,9.4,10.6,3.58,240.0,16.11,0.0,1,31,2
1,29.1828,-81.0483,9.4,20.100000000000005,7.16,240.0,23.04,0.0,2,25,2
1,29.1828,-81.0483,9.4,21.700000000000003,8.5,240.0,25.05,0.54,5,13,2
1,29.1828,-81.0483,9.4,24.899999999999995,10.51,240.0,31.09,0.0,5,25,2
1,29.1828,-81.0483,9.4,28.800000000000004,6.71,240.0,23.94,0.0,6,24,2
1,29.1828,-81.0483,9.4,26.799999999999997,4.25,240.0,29.08,1.02,8,2,2
1,29.1828,-81.0483,9.4,28.299999999999997,6.04,240.0,29.97,0.05,8,15,2
1,29.1828,-81.0483,9.4,26.399999999999995,5.59,240.0,23.94,0.69,8,29,2
1,29.1828,-81.0483,9.4,26.0,6.93,240.0,25.05,0.0,9,12,2
6,24.555,-81.7522,1.2,24.400000000000002,6.71,240.0,19.01,0.0,4,25,1
6,24.555,-81.7522,1.2,30.400000000000002,8.28,240.0,14.99,0.0,7,29,1
6,24.555,-81.7522,1.2,30.700000000000003,10.96,240.0,21.03,0.01,7,30,1
7,25.7906,-80.3164,8.8,23.8,6.49,240.0,18.12,0.0,1,27,3
7,25.7906,-80.3164,8.8,22.9,5.14,240.0,18.12,0.0,2,25,3
7,25.7906,-80.3164,8.8,27.700000000000003,11.18,240.0,29.08,0.0,4,6,3
7,25.7906,-80.3164,8.8,26.700000000000003,10.96,240.0,36.01,0.33,6,8,3
7,25.7906,-80.3164,8.8,28.000000000000004,3.36,240.0,23.94,1.15,7,18,3
10,27.9619,-82.5403,5.8,14.100000000000001,3.8,240.0,14.09,0.0,1,31,2
10,27.9619,-82.5403,5.8,24.699999999999996,6.71,240.0,17.0,0.0,3,1,2
10,27.9619,-82.5403,5.8,18.8,5.59,240.0,21.92,0.0,3,21,2
10,27.9619,-82.5403,5.8,21.100000000000005,8.05,240.0,25.05,0.0,3,22,2
10,27.9619,-82.5403,5.8,26.3,11.18,240.0,36.91,0.12,5,4,2
10,27.9619,-82.5403,5.8,26.900000000000002,4.25,240.0,29.08,0.15,6,2,2
10,27.9619,-82.5403,5.8,25.799999999999997,8.05,240.0,27.96,0.25,6,6,2
10,27.9619,-82.5403,5.8,29.200000000000003,5.37,240.0,19.91,0.0,6,25,2
10,27.9619,-82.5403,5.8,30.200000000000003,6.26,240.0,18.12,0.0,8,14,2
10,27.9619,-82.5403,5.8,28.400000000000002,4.92,240.0,29.08,0.01,8,18,2
10,27.9619,-82.5403,5.8,26.700000000000003,7.16,240.0,17.0,0.0,9,12,2
11,27.6531,-80.2428,8.5,20.700000000000003,3.58,240.0,19.01,0.0,1,18,1
12,26.6847,-80.0994,5.8,23.400000000000002,7.61,240.0,25.05,0.0,2,8,2
12,26.6847,-80.0994,5.8,25.200000000000003,9.4,240.0,27.96,0.81,5,25,2
12,26.6847,-80.0994,5.8,28.000000000000004,8.5,240.0,27.96,0.75,8,28,2
2,26.0719,-80.1536,3.4,24.0,6.71,240.0,19.91,0.14,1,4,2
2,26.0719,-80.1536,3.4,22.299999999999997,6.71,240.0,21.03,0.0,1,27,2
2,26.0719,-80.1536,3.4,26.2,9.62,240.0,40.04,0.5,5,25,2
2,26.0719,-80.1536,3.4,26.5,7.16,240.0,23.94,2.81,8,24,2
4,30.4844,-81.7019,10.1,17.4,2.68,240.0,14.99,0.0,1,17,3
4,30.4844,-81.7019,10.1,10.899999999999999,6.93,240.0,21.92,0.0,1,31,3
4,30.4844,-81.7019,10.1,15.399999999999999,5.37,240.0,23.04,0.0,2,1,3
4,30.4844,-81.7019,10.1,13.900000000000002,2.91,240.0,16.11,0.0,2,2,3
4,30.4844,-81.7019,10.1,17.5,7.61,240.0,25.95,0.0,2,12,3
4,30.4844,-81.7019,10.1,14.300000000000002,4.92,240.0,23.94,0.0,2,18,3
4,30.4844,-81.7019,10.1,22.1,10.29,240.0,33.11,0.0,4,24,3
4,30.4844,-81.7019,10.1,21.2,15.21,240.0,40.94,0.04,5,5,3
4,30.4844,-81.7019,10.1,25.900000000000002,10.51,240.0,27.96,0.0,5,12,3
4,30.4844,-81.7019,10.1,29.299999999999997,6.26,240.0,10.96,0.0,5,29,3
4,30.4844,-81.7019,10.1,23.400000000000002,4.7,240.0,21.92,0.96,6,6,3
4,30.4844,-81.7019,10.1,28.400000000000002,7.16,240.0,23.04,0.01,7,25,3
4,30.4844,-81.7019,10.1,26.399999999999995,4.92,240.0,21.03,0.0,8,4,3
4,30.4844,-81.7019,10.1,27.1,4.92,240.0,18.12,0.0,8,5,3
4,30.4844,-81.7019,10.1,24.799999999999997,7.61,240.0,27.07,0.0,9,12,3
5,30.3361,-81.5147,12.5,20.200000000000003,8.05,240.0,25.05,0.0,2,25,2
5,30.3361,-81.5147,12.5,26.799999999999997,10.74,240.0,27.07,0.0,5,11,2
5,30.3361,-81.5147,12.5,26.900000000000002,3.8,240.0,25.05,0.42,8,19,2
5,30.3361,-81.5147,12.5,27.1,6.71,240.0,40.04,0.25,9,1,2
9,30.3975,-84.3289,19.2,19.099999999999998,2.91,240.0,16.11,0.0,1,18,2
9,30.3975,-84.3289,19.2,18.299999999999997,5.59,240.0,21.92,0.0,3,21,2
9,30.3975,-84.3289,19.2,27.5,6.04,240.0,23.94,0.0,5,29,2
9,30.3975,-84.3289,19.2,24.799999999999997,4.25,240.0,29.08,0.25,6,15,2
9,30.3975,-84.3289,19.2,26.599999999999998,3.8,240.0,21.92,0.02,7,8,2
9,30.3975,-84.3289,19.2,25.700000000000003,3.8,240.0,21.92,0.0,7,11,2
8,28.4339,-81.325,27.4,24.400000000000002,14.09,230.0,33.11,0.01,3,31,2
8,28.4339,-81.325,27.4,25.200000000000003,9.84,230.0,27.96,0.0,4,5,2
8,28.4339,-81.325,27.4,24.899999999999995,14.54,230.0,52.12,0.49,5,24,2
8,28.4339,-81.325,27.4,27.299999999999997,8.5,230.0,27.96,0.01,7,29,2
8,28.4339,-81.325,27.4,27.700000000000003,5.59,230.0,25.95,0.0,8,14,2
3,29.6919,-82.2756,37.5,10.6,5.14,230.0,23.04,0.0,1,31,3
3,29.6919,-82.2756,37.5,22.399999999999995,10.74,230.0,21.92,0.06,2,8,3
3,29.6919,-82.2756,37.5,19.6,4.25,230.0,27.07,0.0,4,26,3
3,29.6919,-82.2756,37.5,24.6,9.62,230.0,27.96,0.0,5,12,3
3,29.6919,-82.2756,37.5,26.2,6.26,230.0,31.99,0.78,6,21,3
3,29.6919,-82.2756,37.5,27.399999999999995,2.91,230.0,19.91,0.0,7,5,3
3,29.6919,-82.2756,37.5,27.1,2.91,230.0,16.11,0.0,8,6,3
3,29.6919,-82.2756,37.5,28.099999999999998,5.82,230.0,23.04,0.0,8,7,3
3,29.6919,-82.2756,37.5,24.0,2.46,230.0,10.07,0.16,9,2,3
1,29.1828,-81.0483,9.4,20.200000000000003,4.25,230.0,19.01,0.01,3,8,2
1,29.1828,-81.0483,9.4,23.7,13.65,230.0,36.01,0.11,4,6,2
1,29.1828,-81.0483,9.4,24.299999999999997,7.61,230.0,25.05,0.73,5,2,2
1,29.1828,-81.0483,9.4,26.700000000000003,5.14,230.0,25.95,0.02,5,31,2
1,29.1828,-81.0483,9.4,24.299999999999997,6.71,230.0,19.01,0.61,6,6,2
6,24.555,-81.7522,1.2,24.699999999999996,3.8,230.0,12.97,0.0,2,8,1
6,24.555,-81.7522,1.2,27.199999999999996,10.07,230.0,19.01,0.0,5,13,1
7,25.7906,-80.3164,8.8,23.099999999999998,6.49,230.0,23.94,0.0,1,26,3
7,25.7906,-80.3164,8.8,24.400000000000002,7.16,230.0,29.08,0.0,4,25,3
10,27.9619,-82.5403,5.8,20.4,4.47,230.0,14.09,0.0,1,19,2
10,27.9619,-82.5403,5.8,21.799999999999997,15.21,230.0,36.91,0.02,2,15,2
10,27.9619,-82.5403,5.8,29.699999999999996,4.47,230.0,18.12,0.36,7,8,2
10,27.9619,-82.5403,5.8,27.399999999999995,4.47,230.0,29.97,1.27,7,18,2
10,27.9619,-82.5403,5.8,27.399999999999995,6.71,230.0,23.04,0.0,8,1,2
11,27.6531,-80.2428,8.5,21.3,5.59,230.0,27.96,0.0,2,25,1
11,27.6531,-80.2428,8.5,23.899999999999995,10.51,230.0,34.0,0.0,3,31,1
11,27.6531,-80.2428,8.5,24.699999999999996,8.5,230.0,27.07,1.06,5,25,1
11,27.6531,-80.2428,8.5,27.700000000000003,8.5,230.0,31.09,0.13,7,30,1
11,27.6531,-80.2428,8.5,27.600000000000005,11.41,230.0,29.97,0.02,8,28,1
12,26.6847,-80.0994,5.8,19.299999999999997,7.61,230.0,21.92,0.0,2,23,2
12,26.6847,-80.0994,5.8,26.700000000000003,10.96,230.0,27.96,0.0,5,13,2
12,26.6847,-80.0994,5.8,27.299999999999997,8.95,230.0,31.99,0.17,5,23,2
12,26.6847,-80.0994,5.8,26.0,13.42,230.0,34.0,0.0,6,8,2
12,26.6847,-80.0994,5.8,28.000000000000004,8.72,230.0,51.0,0.72,7,30,2
12,26.6847,-80.0994,5.8,27.1,4.92,230.0,31.99,0.12,8,2,2
12,26.6847,-80.0994,5.8,26.100000000000005,10.07,230.0,35.12,0.24,8,25,2
2,26.0719,-80.1536,3.4,20.900000000000002,8.05,230.0,21.92,0.0,2,23,2
2,26.0719,-80.1536,3.4,23.400000000000002,5.82,230.0,17.0,0.0,2,25,2
2,26.0719,-80.1536,3.4,26.3,11.18,230.0,33.11,0.59,6,8,2
2,26.0719,-80.1536,3.4,27.700000000000003,2.91,230.0,21.92,0.0,7,18,2
4,30.4844,-81.7019,10.1,24.299999999999997,12.53,230.0,33.11,0.0,3,31,3
4,30.4844,-81.7019,10.1,24.6,10.51,230.0,31.09,0.0,4,5,3
4,30.4844,-81.7019,10.1,26.2,5.14,230.0,36.91,2.79,7,22,3
4,30.4844,-81.7019,10.1,27.199999999999996,3.8,230.0,38.03,1.52,8,19,3
4,30.4844,-81.7019,10.1,25.4,2.24,230.0,14.09,0.04,9,2,3
5,30.3361,-81.5147,12.5,20.4,7.38,230.0,25.95,0.0,1,20,2
5,30.3361,-81.5147,12.5,20.799999999999997,6.26,230.0,21.03,0.0,3,8,2
5,30.3361,-81.5147,12.5,18.099999999999998,8.05,230.0,25.05,0.0,3,21,2
5,30.3361,-81.5147,12.5,24.899999999999995,9.84,230.0,29.08,0.12,5,23,2
5,30.3361,-81.5147,12.5,28.099999999999998,6.49,230.0,18.12,0.0,6,24,2
5,30.3361,-81.5147,12.5,29.099999999999998,6.93,230.0,21.03,0.0,7,25,2
5,30.3361,-81.5147,12.5,27.1,4.7,230.0,23.04,0.0,8,5,2
5,30.3361,-81.5147,12.5,27.600000000000005,5.14,230.0,19.91,0.0,8,13,2
5,30.3361,-81.5147,12.5,27.600000000000005,6.04,230.0,17.0,0.0,8,18,2
9,30.3975,-84.3289,19.2,21.399999999999995,6.93,230.0,25.05,2.57,1,3,2
9,30.3975,-84.3289,19.2,12.7,3.58,230.0,19.01,0.0,1,5,2
9,30.3975,-84.3289,19.2,10.0,2.68,230.0,17.0,0.0,2,17,2
9,30.3975,-84.3289,19.2,20.100000000000005,3.58,230.0,23.94,0.0,3,28,2
9,30.3975,-84.3289,19.2,24.099999999999998,3.8,230.0,19.01,0.0,5,27,2
9,30.3975,-84.3289,19.2,28.600000000000005,4.7,230.0,19.01,0.0,7,2,2
9,30.3975,-84.3289,19.2,27.9,2.46,230.0,38.03,0.21,7,5,2
9,30.3975,-84.3289,19.2,28.699999999999996,4.25,230.0,31.09,0.0,7,28,2
9,30.3975,-84.3289,19.2,26.599999999999998,2.68,230.0,16.11,0.22,8,8,2
9,30.3975,-84.3289,19.2,27.800000000000004,4.25,230.0,18.12,0.0,8,10,2
8,28.4339,-81.325,27.4,21.100000000000005,2.91,220.0,17.0,0.0,1,19,2
8,28.4339,-81.325,27.4,15.799999999999999,3.36,220.0,14.99,0.0,2,17,2
8,28.4339,-81.325,27.4,21.599999999999998,4.25,220.0,16.11,0.0,3,8,2
8,28.4339,-81.325,27.4,24.899999999999995,10.51,220.0,36.91,0.02,5,1,2
8,28.4339,-81.325,27.4,24.799999999999997,7.61,220.0,21.03,0.02,6,5,2
8,28.4339,-81.325,27.4,23.8,8.72,220.0,31.09,1.04,6,8,2
8,28.4339,-81.325,27.4,24.899999999999995,5.37,220.0,38.92,0.1,6,10,2
8,28.4339,-81.325,27.4,28.600000000000005,4.03,220.0,21.92,0.0,7,7,2
8,28.4339,-81.325,27.4,27.399999999999995,5.37,220.0,29.97,3.09,7,17,2
3,29.6919,-82.2756,37.5,25.700000000000003,9.84,220.0,31.99,0.0,1,21,3
3,29.6919,-82.2756,37.5,17.299999999999997,6.93,220.0,23.94,0.0,3,21,3
3,29.6919,-82.2756,37.5,26.5,3.8,220.0,29.97,0.0,5,30,3
3,29.6919,-82.2756,37.5,23.899999999999995,4.47,220.0,27.96,1.33,6,2,3
3,29.6919,-82.2756,37.5,26.900000000000002,3.13,220.0,21.92,0.0,7,7,3
3,29.6919,-82.2756,37.5,26.700000000000003,7.38,220.0,23.94,0.1,7,24,3
3,29.6919,-82.2756,37.5,25.100000000000005,6.93,220.0,19.01,0.04,8,2,3
3,29.6919,-82.2756,37.5,27.299999999999997,4.7,220.0,23.94,0.21,8,14,3
3,29.6919,-82.2756,37.5,25.200000000000003,2.68,220.0,16.11,0.06,8,29,3
3,29.6919,-82.2756,37.5,25.900000000000002,2.68,220.0,14.99,0.0,9,5,3
1,29.1828,-81.0483,9.4,23.400000000000002,8.5,220.0,25.05,0.1,1,3,2
1,29.1828,-81.0483,9.4,15.100000000000001,2.91,220.0,14.09,0.0,2,2,2
1,29.1828,-81.0483,9.4,24.899999999999995,5.82,220.0,27.96,0.1,6,5,2
1,29.1828,-81.0483,9.4,28.899999999999995,5.37,220.0,16.11,0.0,7,25,2
6,24.555,-81.7522,1.2,24.699999999999996,13.2,220.0,29.08,0.14,2,15,1
6,24.555,-81.7522,1.2,28.699999999999996,9.62,220.0,38.92,0.04,8,25,1
7,25.7906,-80.3164,8.8,27.399999999999995,8.28,220.0,31.09,0.01,5,25,3
7,25.7906,-80.3164,8.8,27.299999999999997,5.82,220.0,27.96,1.14,8,24,3
10,27.9619,-82.5403,5.8,26.3,7.83,220.0,19.01,0.0,4,27,2
10,27.9619,-82.5403,5.8,26.100000000000005,13.2,220.0,33.11,0.01,5,13,2
10,27.9619,-82.5403,5.8,26.900000000000002,6.71,220.0,31.09,1.85,8,2,2
10,27.9619,-82.5403,5.8,27.600000000000005,5.59,220.0,36.91,0.46,8,3,2
10,27.9619,-82.5403,5.8,26.700000000000003,4.7,220.0,14.09,0.0,9,13,2
11,27.6531,-80.2428,8.5,20.700000000000003,5.82,220.0,19.91,0.0,1,20,1
11,27.6531,-80.2428,8.5,20.4,10.29,220.0,27.07,0.0,1,26,1
12,26.6847,-80.0994,5.8,21.5,3.36,220.0,16.11,0.0,1,18,2
12,26.6847,-80.0994,5.8,21.700000000000003,5.82,220.0,19.91,0.0,1,20,2
12,26.6847,-80.0994,5.8,20.599999999999998,7.83,220.0,23.94,0.0,1,26,2
12,26.6847,-80.0994,5.8,29.0,5.59,220.0,31.09,0.67,7,17,2
12,26.6847,-80.0994,5.8,25.700000000000003,8.95,220.0,27.07,1.34,8,1,2
12,26.6847,-80.0994,5.8,28.899999999999995,7.16,220.0,21.03,1.34,8,10,2
12,26.6847,-80.0994,5.8,26.999999999999996,9.4,220.0,34.0,0.16,8,26,2
2,26.0719,-80.1536,3.4,25.100000000000005,15.21,220.0,38.92,0.0,1,22,2
2,26.0719,-80.1536,3.4,24.6,6.71,220.0,18.12,0.0,2,8,2
2,26.0719,-80.1536,3.4,27.199999999999996,7.61,220.0,40.04,2.33,8,28,2
2,26.0719,-80.1536,3.4,28.400000000000002,6.04,220.0,19.91,0.0,9,12,2
4,30.4844,-81.7019,10.1,18.7,10.29,220.0,25.05,0.0,2,8,3
4,30.4844,-81.7019,10.1,10.999999999999998,2.91,220.0,16.11,0.0,2,17,3
4,30.4844,-81.7019,10.1,24.200000000000003,4.47,220.0,18.12,0.0,5,27,3
4,30.4844,-81.7019,10.1,25.300000000000004,5.14,220.0,25.05,0.07,6,5,3
4,30.4844,-81.7019,10.1,26.900000000000002,6.26,220.0,21.03,0.01,6,22,3
4,30.4844,-81.7019,10.1,28.5,6.26,220.0,25.95,0.0,7,8,3
4,30.4844,-81.7019,10.1,27.199999999999996,8.95,220.0,25.05,0.0,7,24,3
4,30.4844,-81.7019,10.1,25.700000000000003,7.38,220.0,21.92,0.02,8,3,3
4,30.4844,-81.7019,10.1,27.199999999999996,3.8,220.0,21.92,0.0,8,13,3
4,30.4844,-81.7019,10.1,27.600000000000005,5.37,220.0,21.92,0.11,8,18,3
4,30.4844,-81.7019,10.1,27.1,6.26,220.0,40.04,0.77,9,1,3
5,30.3361,-81.5147,12.5,18.5,3.8,220.0,14.09,0.06,1,19,2
5,30.3361,-81.5147,12.5,20.4,13.65,220.0,42.05,0.06,1,22,2
5,30.3361,-81.5147,12.5,15.399999999999999,7.16,220.0,19.91,0.0,1,25,2
5,30.3361,-81.5147,12.5,11.600000000000001,6.49,220.0,21.03,0.0,1,31,2
5,30.3361,-81.5147,12.5,15.599999999999998,5.37,220.0,18.12,0.0,2,1,2
5,30.3361,-81.5147,12.5,19.299999999999997,10.51,220.0,25.95,0.0,2,8,2
5,30.3361,-81.5147,12.5,14.5,4.92,220.0,23.04,0.0,2,11,2
5,30.3361,-81.5147,12.5,15.799999999999999,4.92,220.0,19.91,0.0,2,14,2
5,30.3361,-81.5147,12.5,14.799999999999999,5.82,220.0,25.05,0.01,2,18,2
5,30.3361,-81.5147,12.5,26.599999999999998,11.18,220.0,29.08,0.0,5,12,2
5,30.3361,-81.5147,12.5,24.6,2.24,220.0,12.97,0.48,6,13,2
5,30.3361,-81.5147,12.5,24.699999999999996,7.38,220.0,23.94,0.18,6,15,2
5,30.3361,-81.5147,12.5,28.200000000000003,6.26,220.0,27.07,0.0,7,8,2
5,30.3361,-81.5147,12.5,25.4,4.7,220.0,14.99,0.04,9,6,2
9,30.3975,-84.3289,19.2,20.700000000000003,8.28,220.0,23.04,0.0,2,12,2
9,30.3975,-84.3289,19.2,17.9,8.5,220.0,27.07,0.0,3,7,2
9,30.3975,-84.3289,19.2,23.400000000000002,9.17,220.0,25.05,0.03,3,31,2
9,30.3975,-84.3289,19.2,24.6,12.53,220.0,38.92,0.2,4,5,2
9,30.3975,-84.3289,19.2,26.2,4.47,220.0,19.01,0.0,6,2,2
9,30.3975,-84.3289,19.2,27.1,2.91,220.0,23.04,0.0,7,6,2
9,30.3975,-84.3289,19.2,24.699999999999996,3.13,220.0,27.96,0.98,8,4,2
9,30.3975,-84.3289,19.2,28.5,4.25,220.0,25.05,0.0,8,11,2
9,30.3975,-84.3289,19.2,25.599999999999998,1.57,220.0,21.92,0.02,9,3,2
8,28.4339,-81.325,27.4,20.900000000000002,6.71,210.0,23.04,0.0,1,20,2
8,28.4339,-81.325,27.4,17.299999999999997,1.79,210.0,10.96,0.0,2,2,2
8,28.4339,-81.325,27.4,26.100000000000005,8.05,210.0,27.07,0.0,5,12,2
8,28.4339,-81.325,27.4,26.0,6.49,210.0,29.08,1.2,5,31,2
8,28.4339,-81.325,27.4,24.799999999999997,4.03,210.0,25.95,0.07,7,21,2
8,28.4339,-81.325,27.4,27.700000000000003,7.16,210.0,27.07,0.41,9,1,2
3,29.6919,-82.2756,37.5,18.000000000000004,4.92,210.0,21.92,0.0,1,18,3
3,29.6919,-82.2756,37.5,25.700000000000003,11.41,210.0,29.97,0.0,4,3,3
3,29.6919,-82.2756,37.5,22.399999999999995,8.5,210.0,29.08,0.22,5,13,3
3,29.6919,-82.2756,37.5,25.100000000000005,8.72,210.0,33.11,0.4,5,23,3
3,29.6919,-82.2756,37.5,25.500000000000004,2.68,210.0,18.12,0.0,7,21,3
3,29.6919,-82.2756,37.5,27.800000000000004,4.25,210.0,19.91,0.0,8,16,3
1,29.1828,-81.0483,9.4,20.4,5.82,210.0,23.04,0.0,1,20,2
1,29.1828,-81.0483,9.4,21.0,5.82,210.0,25.05,0.0,1,21,2
1,29.1828,-81.0483,9.4,24.400000000000002,6.49,210.0,25.05,0.02,4,5,2
1,29.1828,-81.0483,9.4,26.0,9.84,210.0,29.08,0.0,5,1,2
1,29.1828,-81.0483,9.4,26.700000000000003,5.14,210.0,38.03,0.36,7,24,2
1,29.1828,-81.0483,9.4,26.799999999999997,8.28,210.0,25.05,0.26,8,28,2
6,24.555,-81.7522,1.2,26.2,18.79,210.0,38.03,0.0,1,22,1
6,24.555,-81.7522,1.2,24.299999999999997,6.04,210.0,19.91,0.0,1,26,1
7,25.7906,-80.3164,8.8,28.099999999999998,8.95,210.0,29.97,0.0,5,13,3
7,25.7906,-80.3164,8.8,30.400000000000002,4.25,210.0,25.05,0.0,8,14,3
7,25.7906,-80.3164,8.8,29.299999999999997,5.37,210.0,29.08,0.0,9,12,3
10,27.9619,-82.5403,5.8,20.599999999999998,7.61,210.0,33.11,1.13,2,22,2
10,27.9619,-82.5403,5.8,24.6,5.59,210.0,16.11,0.0,4,1,2
10,27.9619,-82.5403,5.8,29.200000000000003,8.28,210.0,29.97,0.81,5,19,2
10,27.9619,-82.5403,5.8,27.800000000000004,13.42,210.0,27.96,0.0,5,23,2
10,27.9619,-82.5403,5.8,27.399999999999995,19.01,210.0,40.04,0.16,5,24,2
10,27.9619,-82.5403,5.8,28.699999999999996,6.26,210.0,19.91,0.0,7,24,2
10,27.9619,-82.5403,5.8,29.599999999999998,4.03,210.0,31.09,0.0,8,5,2
11,27.6531,-80.2428,8.5,21.100000000000005,7.83,210.0,29.08,0.0,1,21,1
