estacion,latitud,longitud,msnm,TEMPERATURA_CELSIUS,VELOCIDAD_MEDIA_DIARIA_VIENTO_MILLAS_POR_HORA,DIRECCION_VIENTO_MAS_RAPIDA_5_SEC_GRADOS,VELOCIDAD_VIENTO_MAS_RAPIDA_5_SEC_MILLAS_POR_HORA,PRECIPITACION_mm,mes,dia,rango_estacion
8,28.4339,-81.325,27.4,6.900000000000001,15.88,360.0,29.08,0.0,1,8,2
8,28.4339,-81.325,27.4,16.5,10.07,360.0,25.05,0.0,2,10,2
8,28.4339,-81.325,27.4,19.6,9.62,360.0,38.92,0.2,2,23,2
3,29.6919,-82.2756,37.5,28.200000000000003,4.7,360.0,23.94,0.17,7,4,3
1,29.1828,-81.0483,9.4,26.399999999999995,3.8,360.0,36.01,2.51,6,26,2
6,24.555,-81.7522,1.2,20.700000000000003,11.18,360.0,21.03,0.01,1,28,1
6,24.555,-81.7522,1.2,23.099999999999998,13.87,360.0,29.08,0.0,2,10,1
6,24.555,-81.7522,1.2,26.0,6.71,360.0,17.0,0.0,3,2,1
6,24.555,-81.7522,1.2,23.8,8.05,360.0,19.01,0.0,3,10,1
6,24.555,-81.7522,1.2,29.599999999999998,6.04,360.0,16.11,0.0,5,27,1
6,24.555,-81.7522,1.2,29.299999999999997,7.38,360.0,23.04,0.46,7,7,1
7,25.7906,-80.3164,8.8,19.799999999999997,6.71,360.0,18.12,0.0,1,28,3
10,27.9619,-82.5403,5.8,18.7,13.65,360.0,29.08,0.17,1,7,2
10,27.9619,-82.5403,5.8,19.499999999999996,6.49,360.0,16.11,0.0,2,4,2
10,27.9619,-82.5403,5.8,21.2,8.5,360.0,25.95,0.71,2,8,2
10,27.9619,-82.5403,5.8,27.9,8.05,360.0,23.04,0.01,5,2,2
10,27.9619,-82.5403,5.8,26.700000000000003,4.03,360.0,23.04,0.34,6,3,2
10,27.9619,-82.5403,5.8,29.5,5.82,360.0,25.05,0.0,7,7,2
10,27.9619,-82.5403,5.8,29.599999999999998,5.14,360.0,18.12,0.0,8,9,2
10,27.9619,-82.5403,5.8,30.300000000000004,4.7,360.0,31.09,0.26,8,16,2
10,27.9619,-82.5403,5.8,29.699999999999996,3.36,360.0,21.03,0.24,8,17,2
10,27.9619,-82.5403,5.8,29.099999999999998,5.82,360.0,23.04,0.91,9,1,2
11,27.6531,-80.2428,8.5,9.8,16.78,360.0,35.12,0.0,1,8,1
11,27.6531,-80.2428,8.5,18.7,7.16,360.0,19.91,0.0,2,4,1
11,27.6531,-80.2428,8.5,26.999999999999996,10.07,360.0,27.96,0.0,9,17,1
12,26.6847,-80.0994,5.8,27.700000000000003,9.17,360.0,25.95,0.0,9,17,2
2,26.0719,-80.1536,3.4,17.9,7.83,360.0,21.92,0.0,1,28,2
4,30.4844,-81.7019,10.1,2.4000000000000004,8.5,360.0,21.03,0.0,1,8,3
4,30.4844,-81.7019,10.1,7.300000000000001,10.51,360.0,25.05,0.0,3,15,3
4,30.4844,-81.7019,10.1,23.899999999999995,3.8,360.0,19.91,0.0,9,13,3
5,30.3361,-81.5147,12.5,24.299999999999997,4.47,360.0,19.91,1.0,6,2,2
5,30.3361,-81.5147,12.5,28.200000000000003,6.04,360.0,25.95,1.04,6,25,2
5,30.3361,-81.5147,12.5,25.200000000000003,5.14,360.0,29.08,1.13,6,26,2
9,30.3975,-84.3289,19.2,12.100000000000001,2.01,360.0,14.09,0.0,2,5,2
9,30.3975,-84.3289,19.2,16.400000000000002,8.95,360.0,25.05,0.0,3,12,2
9,30.3975,-84.3289,19.2,8.1,10.07,360.0,27.07,0.0,3,15,2
9,30.3975,-84.3289,19.2,5.899999999999999,3.58,360.0,18.12,0.0,3,16,2
9,30.3975,-84.3289,19.2,28.5,4.92,360.0,21.92,0.7,8,25,2
8,28.4339,-81.325,27.4,18.200000000000003,14.76,350.0,31.09,0.53,1,7,2
3,29.6919,-82.2756,37.5,14.300000000000002,5.14,350.0,18.12,0.0,4,8,3
3,29.6919,-82.2756,37.5,22.9,4.25,350.0,23.94,2.1,6,6,3
3,29.6919,-82.2756,37.5,25.300000000000004,2.68,350.0,19.91,1.26,8,18,3
3,29.6919,-82.2756,37.5,24.899999999999995,5.14,350.0,16.11,0.0,8,28,3
1,29.1828,-81.0483,9.4,15.399999999999999,5.14,350.0,21.92,0.0,4,8,2
6,24.555,-81.7522,1.2,21.700000000000003,11.18,350.0,23.04,0.0,3,19,1
6,24.555,-81.7522,1.2,22.5,7.83,350.0,17.0,0.0,3,22,1
6,24.555,-81.7522,1.2,23.200000000000003,12.97,350.0,29.97,0.0,4,7,1
6,24.555,-81.7522,1.2,26.700000000000003,5.14,350.0,17.0,0.0,5,15,1
6,24.555,-81.7522,1.2,30.100000000000005,5.37,350.0,16.11,0.0,8,30,1
7,25.7906,-80.3164,8.8,15.100000000000001,12.97,350.0,35.12,0.0,1,8,3
7,25.7906,-80.3164,8.8,20.900000000000002,6.04,350.0,19.01,0.0,3,18,3
10,27.9619,-82.5403,5.8,12.799999999999999,7.16,350.0,21.03,0.02,1,28,2
10,27.9619,-82.5403,5.8,22.1,9.84,350.0,29.97,0.0,2,7,2
10,27.9619,-82.5403,5.8,28.600000000000005,5.82,350.0,21.92,0.0,6,29,2
10,27.9619,-82.5403,5.8,28.699999999999996,6.71,350.0,21.92,0.0,9,17,2
11,27.6531,-80.2428,8.5,19.400000000000002,10.51,350.0,27.96,0.0,2,10,1
11,27.6531,-80.2428,8.5,24.799999999999997,8.5,350.0,31.09,0.0,3,2,1
12,26.6847,-80.0994,5.8,12.100000000000001,17.45,350.0,36.91,0.0,1,8,2
12,26.6847,-80.0994,5.8,23.899999999999995,6.71,350.0,25.95,0.0,3,2,2
4,30.4844,-81.7019,10.1,24.099999999999998,5.37,350.0,21.92,0.0,5,2,3
5,30.3361,-81.5147,12.5,11.300000000000002,6.71,350.0,21.92,0.0,2,10,2
9,30.3975,-84.3289,19.2,13.299999999999999,6.71,350.0,23.94,0.0,3,3,2
9,30.3975,-84.3289,19.2,23.000000000000004,7.61,350.0,23.04,0.0,3,22,2
9,30.3975,-84.3289,19.2,17.0,9.62,350.0,27.96,0.0,5,6,2
9,30.3975,-84.3289,19.2,24.299999999999997,2.68,350.0,14.09,0.0,5,15,2
9,30.3975,-84.3289,19.2,26.100000000000005,2.91,350.0,29.97,0.53,6,27,2
9,30.3975,-84.3289,19.2,29.200000000000003,4.92,350.0,19.01,0.0,7,3,2
9,30.3975,-84.3289,19.2,26.999999999999996,4.25,350.0,40.94,0.52,7,21,2
9,30.3975,-84.3289,19.2,28.099999999999998,3.8,350.0,14.99,0.0,7,27,2
9,30.3975,-84.3289,19.2,26.399999999999995,3.58,350.0,16.11,0.0,9,17,2
8,28.4339,-81.325,27.4,12.3,8.28,340.0,21.03,0.0,1,28,2
8,28.4339,-81.325,27.4,11.9,9.84,340.0,29.08,0.0,3,15,2
8,28.4339,-81.325,27.4,25.799999999999997,2.68,340.0,21.92,1.3,9,6,2
8,28.4339,-81.325,27.4,27.600000000000005,3.8,340.0,27.96,2.54,9,14,2
3,29.6919,-82.2756,37.5,18.099999999999998,9.4,340.0,27.96,0.0,3,19,3
3,29.6919,-82.2756,37.5,25.100000000000005,6.71,340.0,21.03,0.0,5,2,3
3,29.6919,-82.2756,37.5,22.399999999999995,4.92,340.0,19.01,0.0,5,8,3
3,29.6919,-82.2756,37.5,26.399999999999995,2.46,340.0,16.11,0.0,8,30,3
1,29.1828,-81.0483,9.4,29.200000000000003,4.7,340.0,23.04,0.0,8,8,2
6,24.555,-81.7522,1.2,24.200000000000003,6.49,340.0,21.92,0.01,1,27,1
6,24.555,-81.7522,1.2,20.500000000000004,14.99,340.0,29.08,0.0,3,15,1
6,24.555,-81.7522,1.2,21.3,10.96,340.0,23.94,0.0,4,8,1
6,24.555,-81.7522,1.2,24.400000000000002,6.26,340.0,19.01,0.0,5,7,1
6,24.555,-81.7522,1.2,30.599999999999998,7.61,340.0,34.0,0.01,8,18,1
6,24.555,-81.7522,1.2,29.699999999999996,8.95,340.0,21.03,0.0,9,18,1
7,25.7906,-80.3164,8.8,15.699999999999998,5.37,340.0,21.92,0.66,1,29,3
7,25.7906,-80.3164,8.8,16.3,6.93,340.0,19.91,0.0,3,16,3
7,25.7906,-80.3164,8.8,20.200000000000003,5.82,340.0,21.03,0.0,4,8,3
10,27.9619,-82.5403,5.8,19.400000000000002,11.41,340.0,33.11,0.0,4,7,2
10,27.9619,-82.5403,5.8,26.3,5.37,340.0,21.92,0.0,6,16,2
10,27.9619,-82.5403,5.8,24.6,18.79,340.0,55.03,0.33,9,11,2
12,26.6847,-80.0994,5.8,13.299999999999999,7.61,340.0,23.04,0.45,1,29,2
2,26.0719,-80.1536,3.4,14.100000000000001,6.26,340.0,19.01,0.48,1,29,2
2,26.0719,-80.1536,3.4,24.099999999999998,8.95,340.0,27.96,0.13,2,9,2
2,26.0719,-80.1536,3.4,22.5,10.07,340.0,29.08,0.0,5,6,2
4,30.4844,-81.7019,10.1,19.899999999999995,8.05,340.0,23.04,0.31,3,2,3
5,30.3361,-81.5147,12.5,21.900000000000002,9.62,340.0,36.91,0.07,1,21,2
5,30.3361,-81.5147,12.5,14.200000000000001,2.91,340.0,21.92,0.0,2,2,2
5,30.3361,-81.5147,12.5,15.699999999999998,6.49,340.0,17.0,0.0,2,26,2
5,30.3361,-81.5147,12.5,23.600000000000005,10.29,340.0,34.0,0.01,4,3,2
5,30.3361,-81.5147,12.5,26.799999999999997,4.7,340.0,25.95,0.15,7,16,2
5,30.3361,-81.5147,12.5,24.699999999999996,5.14,340.0,14.99,0.0,8,29,2
9,30.3975,-84.3289,19.2,15.299999999999999,5.59,340.0,21.03,0.0,1,4,2
9,30.3975,-84.3289,19.2,13.699999999999998,4.7,340.0,23.04,0.73,1,6,2
9,30.3975,-84.3289,19.2,7.300000000000001,15.88,340.0,35.12,0.67,1,7,2
9,30.3975,-84.3289,19.2,10.899999999999999,9.17,340.0,25.95,0.0,1,27,2
9,30.3975,-84.3289,19.2,19.899999999999995,4.25,340.0,16.11,0.01,3,8,2
9,30.3975,-84.3289,19.2,14.000000000000002,3.58,340.0,19.01,0.0,4,8,2
9,30.3975,-84.3289,19.2,29.400000000000002,4.25,340.0,19.01,0.0,8,17,2
9,30.3975,-84.3289,19.2,29.400000000000002,4.7,340.0,23.94,0.0,8,24,2
8,28.4339,-81.325,27.4,21.399999999999995,10.51,330.0,35.12,0.37,2,8,2
8,28.4339,-81.325,27.4,20.100000000000005,10.07,330.0,21.03,0.0,2,26,2
8,28.4339,-81.325,27.4,18.600000000000005,12.3,330.0,31.09,0.0,4,7,2
8,28.4339,-81.325,27.4,22.9,8.05,330.0,31.99,0.16,5,13,2
8,28.4339,-81.325,27.4,24.299999999999997,8.5,330.0,23.94,0.88,6,6,2
8,28.4339,-81.325,27.4,27.5,6.04,330.0,36.91,0.0,7,3,2
8,28.4339,-81.325,27.4,27.9,5.37,330.0,27.96,0.08,7,27,2
8,28.4339,-81.325,27.4,28.099999999999998,3.58,330.0,29.97,0.0,8,16,2
3,29.6919,-82.2756,37.5,19.299999999999997,4.47,330.0,16.11,0.0,2,19,3
3,29.6919,-82.2756,37.5,26.799999999999997,2.68,330.0,21.92,0.03,7,16,3
1,29.1828,-81.0483,9.4,15.699999999999998,11.86,330.0,29.97,0.94,1,7,2
1,29.1828,-81.0483,9.4,10.0,6.71,330.0,16.11,0.01,1,28,2
1,29.1828,-81.0483,9.4,9.899999999999999,6.04,330.0,23.94,0.0,1,30,2
1,29.1828,-81.0483,9.4,9.8,8.05,330.0,25.95,0.0,3,15,2
1,29.1828,-81.0483,9.4,27.299999999999997,4.25,330.0,23.04,0.1,7,2,2
6,24.555,-81.7522,1.2,24.400000000000002,4.7,330.0,14.99,0.0,1,5,1
6,24.555,-81.7522,1.2,25.300000000000004,14.54,330.0,38.92,0.07,1,7,1
6,24.555,-81.7522,1.2,24.799999999999997,10.29,330.0,23.04,0.0,5,6,1
6,24.555,-81.7522,1.2,29.400000000000002,5.82,330.0,16.11,0.0,6,28,1
7,25.7906,-80.3164,8.8,27.600000000000005,10.07,330.0,27.96,0.14,5,2,3
10,27.9619,-82.5403,5.8,15.399999999999999,8.72,330.0,27.96,0.0,1,30,2
10,27.9619,-82.5403,5.8,18.7,13.42,330.0,29.97,0.0,3,14,2
10,27.9619,-82.5403,5.8,26.999999999999996,20.36,330.0,65.99,4.24,9,10,2
11,27.6531,-80.2428,8.5,13.599999999999998,8.5,330.0,19.91,0.0,1,28,1
11,27.6531,-80.2428,8.5,10.699999999999998,6.93,330.0,19.91,0.2,1,29,1
12,26.6847,-80.0994,5.8,16.3,8.5,330.0,21.92,0.0,1,28,2
12,26.6847,-80.0994,5.8,14.100000000000001,6.49,330.0,21.03,0.0,1,30,2
12,26.6847,-80.0994,5.8,20.200000000000003,6.93,330.0,21.92,0.0,2,13,2
12,26.6847,-80.0994,5.8,22.299999999999997,8.72,330.0,29.97,3.5,4,23,2
12,26.6847,-80.0994,5.8,28.699999999999996,7.16,330.0,29.08,0.06,9,2,2
2,26.0719,-80.1536,3.4,16.8,10.07,330.0,27.07,0.0,3,15,2
2,26.0719,-80.1536,3.4,21.399999999999995,8.72,330.0,25.95,0.0,4,7,2
4,30.4844,-81.7019,10.1,16.8,8.5,330.0,25.95,0.0,3,19,3
4,30.4844,-81.7019,10.1,24.899999999999995,4.7,330.0,16.11,0.0,8,29,3
5,30.3361,-81.5147,12.5,11.400000000000002,9.17,330.0,25.05,0.0,1,30,2
5,30.3361,-81.5147,12.5,21.100000000000005,15.21,330.0,38.03,0.0,2,9,2
5,30.3361,-81.5147,12.5,14.799999999999999,8.05,330.0,23.94,0.0,2,16,2
5,30.3361,-81.5147,12.5,16.6,8.5,330.0,25.95,0.0,3,19,2
5,30.3361,-81.5147,12.5,14.799999999999999,5.82,330.0,21.03,0.0,4,8,2
5,30.3361,-81.5147,12.5,24.400000000000002,7.83,330.0,23.04,0.0,5,2,2
9,30.3975,-84.3289,19.2,20.200000000000003,12.3,330.0,31.99,0.0,2,9,2
9,30.3975,-84.3289,19.2,19.799999999999997,6.49,330.0,23.94,0.0,3,10,2
9,30.3975,-84.3289,19.2,15.599999999999998,9.17,330.0,31.09,0.0,4,7,2
9,30.3975,-84.3289,19.2,21.5,8.95,330.0,27.96,0.0,5,25,2
9,30.3975,-84.3289,19.2,25.700000000000003,5.82,330.0,23.04,0.0,6,16,2
9,30.3975,-84.3289,19.2,25.799999999999997,3.36,330.0,14.99,0.01,6,26,2
9,30.3975,-84.3289,19.2,25.900000000000002,3.13,330.0,27.07,0.08,7,14,2
9,30.3975,-84.3289,19.2,28.099999999999998,5.14,330.0,27.96,0.06,7,25,2
9,30.3975,-84.3289,19.2,17.800000000000004,20.8,330.0,55.03,1.34,9,11,2
8,28.4339,-81.325,27.4,12.100000000000001,7.38,320.0,27.07,0.0,1,30,2
8,28.4339,-81.325,27.4,22.399999999999995,8.28,320.0,29.97,0.0,3,10,2
8,28.4339,-81.325,27.4,10.899999999999999,8.28,320.0,19.01,0.0,3,16,2
8,28.4339,-81.325,27.4,26.700000000000003,4.03,320.0,38.92,0.94,7,8,2
8,28.4339,-81.325,27.4,26.900000000000002,5.14,320.0,23.04,0.0,8,4,2
3,29.6919,-82.2756,37.5,12.799999999999999,11.41,320.0,27.96,0.31,1,7,3
3,29.6919,-82.2756,37.5,14.100000000000001,6.49,320.0,19.01,0.0,2,16,3
3,29.6919,-82.2756,37.5,5.999999999999998,5.14,320.0,19.01,0.0,3,16,3
3,29.6919,-82.2756,37.5,22.800000000000004,14.32,320.0,36.01,0.07,4,6,3
1,29.1828,-81.0483,9.4,16.900000000000002,8.72,320.0,31.09,0.0,4,7,2
1,29.1828,-81.0483,9.4,25.599999999999998,3.8,320.0,21.92,1.61,7,22,2
1,29.1828,-81.0483,9.4,27.299999999999997,4.03,320.0,19.01,0.0,8,4,2
6,24.555,-81.7522,1.2,22.700000000000003,9.62,320.0,29.08,0.0,1,24,1
6,24.555,-81.7522,1.2,24.6,6.71,320.0,21.03,0.0,2,9,1
6,24.555,-81.7522,1.2,23.7,11.63,320.0,21.92,0.0,2,16,1
6,24.555,-81.7522,1.2,30.400000000000002,7.38,320.0,18.12,0.0,7,25,1
7,25.7906,-80.3164,8.8,17.6,8.72,320.0,25.05,0.0,3,15,3
7,25.7906,-80.3164,8.8,23.299999999999997,7.61,320.0,27.96,0.0,5,6,3
7,25.7906,-80.3164,8.8,25.599999999999998,4.7,320.0,23.04,2.15,6,6,3
10,27.9619,-82.5403,5.8,23.400000000000002,11.63,320.0,29.08,0.0,2,9,2
11,27.6531,-80.2428,8.5,22.700000000000003,9.4,320.0,29.08,0.18,2,8,1
11,27.6531,-80.2428,8.5,22.399999999999995,8.05,320.0,29.08,0.0,3,10,1
11,27.6531,-80.2428,8.5,28.099999999999998,4.47,320.0,21.92,0.0,7,8,1
12,26.6847,-80.0994,5.8,21.0,7.83,320.0,19.01,0.0,1,27,2
12,26.6847,-80.0994,5.8,22.800000000000004,5.82,320.0,19.91,0.0,3,10,2
12,26.6847,-80.0994,5.8,15.5,11.18,320.0,25.05,0.0,3,15,2
2,26.0719,-80.1536,3.4,22.199999999999996,7.16,320.0,17.0,0.0,5,7,2
4,30.4844,-81.7019,10.1,12.3,12.53,320.0,31.99,0.63,1,7,3
4,30.4844,-81.7019,10.1,12.600000000000001,3.8,320.0,18.12,0.0,2,5,3
4,30.4844,-81.7019,10.1,25.599999999999998,3.8,320.0,65.99,1.17,5,31,3
5,30.3361,-81.5147,12.5,12.399999999999999,16.55,320.0,33.11,0.15,1,7,2
5,30.3361,-81.5147,12.5,18.8,11.86,320.0,38.03,0.01,1,26,2
5,30.3361,-81.5147,12.5,18.7,5.82,320.0,17.0,0.0,2,19,2
5,30.3361,-81.5147,12.5,7.8999999999999995,13.87,320.0,29.97,0.0,3,15,2
5,30.3361,-81.5147,12.5,20.500000000000004,10.74,320.0,23.94,0.0,4,25,2
5,30.3361,-81.5147,12.5,25.599999999999998,4.03,320.0,27.96,0.26,7,27,2
9,30.3975,-84.3289,19.2,8.1,5.82,320.0,23.04,0.0,1,28,2
9,30.3975,-84.3289,19.2,15.299999999999999,4.92,320.0,18.12,0.0,2,26,2
9,30.3975,-84.3289,19.2,10.899999999999999,8.05,320.0,27.96,0.55,3,13,2
9,30.3975,-84.3289,19.2,18.600000000000005,8.72,320.0,25.95,0.0,3,19,2
9,30.3975,-84.3289,19.2,20.799999999999997,14.54,320.0,38.03,0.0,4,6,2
9,30.3975,-84.3289,19.2,17.700000000000003,4.92,320.0,21.92,0.0,4,25,2
9,30.3975,-84.3289,19.2,21.799999999999997,4.7,320.0,19.91,0.0,5,8,2
9,30.3975,-84.3289,19.2,28.400000000000002,4.25,320.0,17.0,0.0,8,16,2
8,28.4339,-81.325,27.4,19.299999999999997,3.8,310.0,17.0,0.0,2,3,2
8,28.4339,-81.325,27.4,20.200000000000003,11.18,310.0,27.07,0.0,3,19,2
8,28.4339,-81.325,27.4,27.5,6.93,310.0,18.12,0.0,8,11,2
8,28.4339,-81.325,27.4,25.4,3.58,310.0,16.11,0.58,9,3,2
3,29.6919,-82.2756,37.5,17.700000000000003,7.61,310.0,48.09,0.16,2,7,3
3,29.6919,-82.2756,37.5,27.299999999999997,4.25,310.0,23.04,0.0,6,25,3
3,29.6919,-82.2756,37.5,27.1,4.7,310.0,23.94,0.0,6,26,3
3,29.6919,-82.2756,37.5,27.299999999999997,4.47,310.0,27.07,0.0,7,28,3
1,29.1828,-81.0483,9.4,21.100000000000005,5.59,310.0,16.11,0.0,1,4,2
1,29.1828,-81.0483,9.4,25.799999999999997,4.92,310.0,21.92,0.54,5,22,2
1,29.1828,-81.0483,9.4,24.299999999999997,5.14,310.0,31.09,0.58,6,16,2
1,29.1828,-81.0483,9.4,27.600000000000005,4.7,310.0,36.01,0.57,7,17,2
1,29.1828,-81.0483,9.4,28.099999999999998,6.93,310.0,31.99,0.02,7,28,2
1,29.1828,-81.0483,9.4,28.200000000000003,6.26,310.0,25.95,0.04,9,1,2
6,24.555,-81.7522,1.2,22.1,11.41,310.0,23.04,0.0,2,23,1
6,24.555,-81.7522,1.2,22.700000000000003,5.82,310.0,17.0,0.0,2,25,1
6,24.555,-81.7522,1.2,28.600000000000005,14.32,310.0,36.91,0.49,5,24,1
7,25.7906,-80.3164,8.8,16.3,3.58,310.0,18.12,0.0,1,30,3
7,25.7906,-80.3164,8.8,21.3,6.93,310.0,21.03,0.0,3,19,3
10,27.9619,-82.5403,5.8,17.4,4.47,310.0,23.94,0.15,2,18,2
10,27.9619,-82.5403,5.8,21.5,12.53,310.0,42.05,0.0,5,6,2
10,27.9619,-82.5403,5.8,28.899999999999995,4.92,310.0,23.94,0.0,9,7,2
11,27.6531,-80.2428,8.5,19.499999999999996,7.38,310.0,19.01,0.0,1,27,1
11,27.6531,-80.2428,8.5,12.600000000000001,6.04,310.0,23.94,0.0,1,30,1
12,26.6847,-80.0994,5.8,19.799999999999997,3.8,310.0,18.12,0.0,1,5,2
12,26.6847,-80.0994,5.8,23.7,8.28,310.0,27.07,0.26,3,12,2
12,26.6847,-80.0994,5.8,29.200000000000003,6.71,310.0,21.92,0.29,8,11,2
2,26.0719,-80.1536,3.4,21.900000000000002,4.03,310.0,19.01,0.0,1,5,2
2,26.0719,-80.1536,3.4,15.299999999999999,5.37,310.0,21.03,0.0,1,30,2
2,26.0719,-80.1536,3.4,22.700000000000003,10.74,310.0,23.94,0.0,2,16,2
4,30.4844,-81.7019,10.1,21.700000000000003,9.84,310.0,40.94,0.62,1,21,3
5,30.3361,-81.5147,12.5,18.099999999999998,4.47,310.0,25.05,0.0,1,18,2
5,30.3361,-81.5147,12.5,13.199999999999998,4.92,310.0,17.0,0.0,2,5,2
5,30.3361,-81.5147,12.5,24.200000000000003,9.17,310.0,38.03,0.58,5,13,2
5,30.3361,-81.5147,12.5,22.299999999999997,4.92,310.0,19.01,0.0,5,26,2
5,30.3361,-81.5147,12.5,24.400000000000002,2.91,310.0,21.03,4.69,6,12,2
9,30.3975,-84.3289,19.2,20.4,7.61,310.0,29.08,0.0,2,25,2
9,30.3975,-84.3289,19.2,10.899999999999999,11.86,310.0,29.97,0.01,3,14,2
9,30.3975,-84.3289,19.2,26.399999999999995,2.91,310.0,18.12,0.02,7,18,2
9,30.3975,-84.3289,19.2,27.700000000000003,7.61,310.0,25.95,0.6,7,29,2
9,30.3975,-84.3289,19.2,28.800000000000004,3.58,310.0,14.99,0.0,8,23,2
9,30.3975,-84.3289,19.2,25.900000000000002,5.59,310.0,23.04,0.76,8,30,2
9,30.3975,-84.3289,19.2,23.200000000000003,2.91,310.0,19.01,0.0,9,13,2
8,28.4339,-81.325,27.4,19.799999999999997,5.82,300.0,18.12,0.0,2,12,2
8,28.4339,-81.325,27.4,21.599999999999998,6.49,300.0,18.12,0.09,2,19,2
8,28.4339,-81.325,27.4,17.800000000000004,15.88,300.0,34.0,0.03,3,14,2
8,28.4339,-81.325,27.4,17.1,5.82,300.0,21.92,0.0,3,18,2
8,28.4339,-81.325,27.4,25.599999999999998,7.61,300.0,23.04,0.0,5,28,2
8,28.4339,-81.325,27.4,26.599999999999998,7.38,300.0,33.11,0.53,8,3,2
3,29.6919,-82.2756,37.5,10.399999999999999,6.71,300.0,19.91,0.0,1,30,3
3,29.6919,-82.2756,37.5,12.200000000000001,10.74,300.0,29.08,0.0,3,14,3
3,29.6919,-82.2756,37.5,26.3,5.14,300.0,29.08,1.18,5,21,3
3,29.6919,-82.2756,37.5,22.1,4.03,300.0,19.91,0.0,5,26,3
3,29.6919,-82.2756,37.5,27.600000000000005,2.46,300.0,18.12,0.06,8,17,3
3,29.6919,-82.2756,37.5,24.6,4.03,300.0,19.01,0.1,9,6,3
1,29.1828,-81.0483,9.4,16.400000000000002,7.38,300.0,19.91,0.0,2,16,2
1,29.1828,-81.0483,9.4,19.899999999999995,7.83,300.0,25.05,0.0,4,25,2
1,29.1828,-81.0483,9.4,25.200000000000003,6.04,300.0,17.0,0.0,5,11,2
1,29.1828,-81.0483,9.4,27.399999999999995,3.8,300.0,19.91,0.75,8,17,2
6,24.555,-81.7522,1.2,25.4,6.04,300.0,17.0,0.14,1,4,1
6,24.555,-81.7522,1.2,25.300000000000004,11.18,300.0,27.96,0.14,4,24,1
6,24.555,-81.7522,1.2,27.1,14.09,300.0,31.09,0.07,5,5,1
6,24.555,-81.7522,1.2,29.299999999999997,15.43,300.0,38.03,0.89,7,31,1
6,24.555,-81.7522,1.2,28.800000000000004,8.28,300.0,25.05,0.22,8,26,1
7,25.7906,-80.3164,8.8,23.5,3.8,300.0,19.01,0.0,1,5,3
7,25.7906,-80.3164,8.8,21.700000000000003,9.62,300.0,25.05,0.0,4,7,3
10,27.9619,-82.5403,5.8,23.400000000000002,16.11,300.0,40.94,0.37,5,5,2
10,27.9619,-82.5403,5.8,26.599999999999998,2.91,300.0,16.11,0.39,7,23,2
11,27.6531,-80.2428,8.5,18.299999999999997,10.51,300.0,23.94,0.0,4,7,1
11,27.6531,-80.2428,8.5,27.600000000000005,6.26,300.0,21.92,1.09,7,19,1
11,27.6531,-80.2428,8.5,28.200000000000003,7.38,300.0,23.04,0.0,8,29,1
12,26.6847,-80.0994,5.8,21.399999999999995,12.53,300.0,29.97,0.0,5,6,2
12,26.6847,-80.0994,5.8,23.7,6.71,300.0,27.07,4.18,6,6,2
2,26.0719,-80.1536,3.4,20.4,9.17,300.0,23.94,0.0,1,24,2
2,26.0719,-80.1536,3.4,21.3,5.82,300.0,19.01,0.0,2,13,2
2,26.0719,-80.1536,3.4,22.9,11.86,300.0,33.11,0.55,3,14,2
2,26.0719,-80.1536,3.4,23.5,8.72,300.0,18.12,0.0,4,25,2
2,26.0719,-80.1536,3.4,24.099999999999998,8.95,300.0,29.08,2.1,6,7,2
2,26.0719,-80.1536,3.4,26.100000000000005,8.5,300.0,27.96,0.16,7,31,2
4,30.4844,-81.7019,10.1,15.299999999999999,10.51,300.0,33.11,0.0,1,24,3
4,30.4844,-81.7019,10.1,18.8,9.4,300.0,31.09,0.22,1,26,3
4,30.4844,-81.7019,10.1,10.100000000000001,8.05,300.0,29.08,0.0,1,30,3
4,30.4844,-81.7019,10.1,14.799999999999999,6.49,300.0,19.91,0.0,2,16,3
4,30.4844,-81.7019,10.1,18.099999999999998,4.25,300.0,21.92,0.0,2,19,3
4,30.4844,-81.7019,10.1,5.799999999999999,5.59,300.0,19.91,0.0,3,16,3
4,30.4844,-81.7019,10.1,18.8,9.17,300.0,23.04,0.0,4,25,3
4,30.4844,-81.7019,10.1,25.300000000000004,3.13,300.0,19.91,0.29,6,14,3
4,30.4844,-81.7019,10.1,28.699999999999996,6.93,300.0,23.94,0.0,6,25,3
4,30.4844,-81.7019,10.1,27.9,4.47,300.0,36.91,0.0,7,20,3
5,30.3361,-81.5147,12.5,8.800000000000002,8.72,300.0,23.04,0.0,1,28,2
5,30.3361,-81.5147,12.5,17.6,7.38,300.0,48.09,0.52,2,7,2
5,30.3361,-81.5147,12.5,22.399999999999995,15.21,300.0,36.91,0.6,4,6,2
5,30.3361,-81.5147,12.5,16.700000000000003,10.51,300.0,31.99,0.0,4,7,2
5,30.3361,-81.5147,12.5,21.399999999999995,6.71,300.0,21.92,0.0,5,7,2
5,30.3361,-81.5147,12.5,23.8,5.82,300.0,25.05,0.13,6,16,2
5,30.3361,-81.5147,12.5,27.9,6.49,300.0,19.91,0.0,7,2,2
5,30.3361,-81.5147,12.5,28.099999999999998,6.04,300.0,36.01,0.16,7,28,2
9,30.3975,-84.3289,19.2,21.2,10.74,300.0,44.07,1.87,1,21,2
