estacion,estado,latitud,longitud,msnm,TEMPERATURA_CELSIUS,VELOCIDAD_MEDIA_DIARIA_VIENTO_MILLAS_POR_HORA,DIRECCION_VIENTO_MAS_RAPIDA_5_SEC_GRADOS,VELOCIDAD_VIENTO_MAS_RAPIDA_5_SEC_MILLAS_POR_HORA,PRECIPITACION_mm,mes,dia,rango_estacion
12,,26.6847,-80.0994,5.8,27.600000000000005,1.5545993679789558,280.0,42.05,0.2,0.08012551139504238,24,-0.13143960268877047
12,,26.6847,-80.0994,5.8,27.199999999999996,-0.03545988563537432,280.0,34.0,0.0,0.4849222006704836,15,-0.13143960268877047
12,,26.6847,-80.0994,5.8,28.200000000000003,-0.22155976385529608,280.0,17.0,0.0,1.6993122684968072,12,-0.13143960268877047
2,,26.0719,-80.1536,3.4,21.700000000000003,-0.6484947785951162,280.0,14.09,0.0,-1.1342645564312812,24,-0.13143960268877047
2,,26.0719,-80.1536,3.4,25.700000000000003,0.9415644750192139,280.0,27.07,0.18,0.08012551139504238,5,-0.13143960268877047
2,,26.0719,-80.1536,3.4,27.5,-1.2615296715548578,280.0,23.04,0.97,0.8897188899459247,21,-0.13143960268877047
2,,26.0719,-80.1536,3.4,29.5,-0.3419773321152452,280.0,31.09,0.15,0.8897188899459247,29,-0.13143960268877047
4,,30.4844,-81.7019,10.1,17.700000000000003,-0.7716491097700643,280.0,25.95,0.0,-1.5390612457067223,18,1.4332456293189315
4,,30.4844,-81.7019,10.1,11.9,0.024748898494600245,280.0,23.04,0.0,-1.5390612457067223,27,1.4332456293189315
4,,30.4844,-81.7019,10.1,18.099999999999998,-0.03545988563537432,280.0,25.05,0.0,-0.72946786715584,10,1.4332456293189315
4,,30.4844,-81.7019,10.1,15.399999999999999,0.7582013597142911,280.0,36.01,0.0,-0.3246711778803988,7,1.4332456293189315
4,,30.4844,-81.7019,10.1,20.4,-1.1383753403799097,280.0,19.91,0.0,0.08012551139504238,8,1.4332456293189315
4,,30.4844,-81.7019,10.1,26.700000000000003,-1.1383753403799097,280.0,19.91,0.0,0.8897188899459247,21,1.4332456293189315
4,,30.4844,-81.7019,10.1,25.4,-1.1383753403799097,280.0,18.12,0.96,0.8897188899459247,27,1.4332456293189315
4,,30.4844,-81.7019,10.1,28.600000000000005,0.024748898494600245,280.0,27.96,0.03,0.8897188899459247,29,1.4332456293189315
4,,30.4844,-81.7019,10.1,27.199999999999996,-0.9550122250749871,280.0,38.92,1.33,1.2945155792213658,14,1.4332456293189315
5,,30.3361,-81.5147,12.5,15.599999999999998,-0.7716491097700643,280.0,17.0,0.0,-1.5390612457067223,5,-0.13143960268877047
5,,30.3361,-81.5147,12.5,12.899999999999999,0.6979925755843164,280.0,23.04,0.0,-1.5390612457067223,27,-0.13143960268877047
5,,30.3361,-81.5147,12.5,16.3,-0.8948034409450125,280.0,18.12,0.0,-1.1342645564312812,3,-0.13143960268877047
5,,30.3361,-81.5147,12.5,18.600000000000005,-0.03545988563537432,280.0,25.05,0.0,-0.72946786715584,10,-0.13143960268877047
5,,30.3361,-81.5147,12.5,28.099999999999998,0.08495768262457505,280.0,25.95,0.05,0.8897188899459247,3,-0.13143960268877047
5,,30.3361,-81.5147,12.5,29.099999999999998,0.3914751291044457,280.0,27.96,0.01,0.8897188899459247,29,-0.13143960268877047
9,,30.3975,-84.3289,19.2,15.299999999999999,2.0444799297637495,280.0,38.03,0.0,-1.5390612457067223,23,-0.13143960268877047
9,,30.3975,-84.3289,19.2,9.4,0.024748898494600245,280.0,33.11,0.0,-1.5390612457067223,29,-0.13143960268877047
9,,30.3975,-84.3289,19.2,14.100000000000001,-0.2817685479852707,280.0,21.92,0.0,-0.72946786715584,18,-0.13143960268877047
9,,30.3975,-84.3289,19.2,20.4,-0.5253404474201679,280.0,31.09,0.0,0.08012551139504238,7,-0.13143960268877047
9,,30.3975,-84.3289,19.2,26.0,-1.4448927868597807,280.0,18.12,0.16,0.4849222006704836,3,-0.13143960268877047
9,,30.3975,-84.3289,19.2,26.2,-1.0781665562499352,280.0,19.01,0.0,0.8897188899459247,17,-0.13143960268877047
9,,30.3975,-84.3289,19.2,26.2,-1.1985841245098843,280.0,31.09,0.84,0.8897188899459247,22,-0.13143960268877047
9,,30.3975,-84.3289,19.2,26.100000000000005,-0.3419773321152452,280.0,29.97,0.0,1.6993122684968072,1,-0.13143960268877047
