estacion,estado,latitud,longitud,msnm,TEMPERATURA_CELSIUS,VELOCIDAD_MEDIA_DIARIA_VIENTO_MILLAS_POR_HORA,DIRECCION_VIENTO_MAS_RAPIDA_5_SEC_GRADOS,VELOCIDAD_VIENTO_MAS_RAPIDA_5_SEC_MILLAS_POR_HORA,PRECIPITACION_mm,mes,dia,rango_estacion
4,,30.4844,-81.7019,10.1,7.300000000000001,0.7582013597142911,360.0,25.05,0.0,-0.72946786715584,15,1.4332456293189315
4,,30.4844,-81.7019,10.1,23.899999999999995,-1.0781665562499352,360.0,19.91,0.0,1.6993122684968072,13,1.4332456293189315
5,,30.3361,-81.5147,12.5,24.299999999999997,-0.8948034409450125,360.0,19.91,1.0,0.4849222006704836,2,-0.13143960268877047
5,,30.3361,-81.5147,12.5,28.200000000000003,-0.4651316632901934,360.0,25.95,1.04,0.4849222006704836,25,-0.13143960268877047
5,,30.3361,-81.5147,12.5,25.200000000000003,-0.7114403256400897,360.0,29.08,1.13,0.4849222006704836,26,-0.13143960268877047
9,,30.3975,-84.3289,19.2,12.100000000000001,-1.5680471180347288,360.0,14.09,0.0,-1.1342645564312812,5,-0.13143960268877047
9,,30.3975,-84.3289,19.2,16.400000000000002,0.3312663449744709,360.0,25.05,0.0,-0.72946786715584,12,-0.13143960268877047
9,,30.3975,-84.3289,19.2,8.1,0.637783791454342,360.0,27.07,0.0,-0.72946786715584,15,-0.13143960268877047
9,,30.3975,-84.3289,19.2,5.899999999999999,-1.1383753403799097,360.0,18.12,0.0,-0.72946786715584,16,-0.13143960268877047
9,,30.3975,-84.3289,19.2,28.5,-0.7716491097700643,360.0,21.92,0.7,1.2945155792213658,25,-0.13143960268877047
8,,28.4339,-81.325,27.4,18.200000000000003,1.9213255985888011,350.0,31.09,0.53,-1.5390612457067223,7,-0.13143960268877047
3,,29.6919,-82.2756,37.5,14.300000000000002,-0.7114403256400897,350.0,18.12,0.0,-0.3246711778803988,8,1.4332456293189315
3,,29.6919,-82.2756,37.5,22.9,-0.9550122250749871,350.0,23.94,2.1,0.4849222006704836,6,1.4332456293189315
3,,29.6919,-82.2756,37.5,25.300000000000004,-1.384684002729806,350.0,19.91,1.26,1.2945155792213658,18,1.4332456293189315
3,,29.6919,-82.2756,37.5,24.899999999999995,-0.7114403256400897,350.0,16.11,0.0,1.2945155792213658,28,1.4332456293189315
1,,29.1828,-81.0483,9.4,15.399999999999999,-0.7114403256400897,350.0,21.92,0.0,-0.3246711778803988,8,-0.13143960268877047
6,,24.555,-81.7522,1.2,21.700000000000003,0.9415644750192139,350.0,23.04,0.0,-0.72946786715584,19,-1.6961248346964726
6,,24.555,-81.7522,1.2,22.5,0.024748898494600245,350.0,17.0,0.0,-0.72946786715584,22,-1.6961248346964726
6,,24.555,-81.7522,1.2,23.200000000000003,1.431445036804008,350.0,29.97,0.0,-0.3246711778803988,7,-1.6961248346964726
6,,24.555,-81.7522,1.2,26.700000000000003,-0.7114403256400897,350.0,17.0,0.0,0.08012551139504238,15,-1.6961248346964726
6,,24.555,-81.7522,1.2,30.100000000000005,-0.6484947785951162,350.0,16.11,0.0,1.2945155792213658,30,-1.6961248346964726
7,,25.7906,-80.3164,8.8,15.100000000000001,1.431445036804008,350.0,35.12,0.0,-1.5390612457067223,8,1.4332456293189315
7,,25.7906,-80.3164,8.8,20.900000000000002,-0.4651316632901934,350.0,19.01,0.0,-0.72946786715584,18,1.4332456293189315
10,,27.9619,-82.5403,5.8,12.799999999999999,-0.15861421681032248,350.0,21.03,0.02,-1.5390612457067223,28,-0.13143960268877047
10,,27.9619,-82.5403,5.8,22.1,0.5748382444093685,350.0,29.97,0.0,-1.1342645564312812,7,-0.13143960268877047
10,,27.9619,-82.5403,5.8,28.600000000000005,-0.5253404474201679,350.0,21.92,0.0,0.4849222006704836,29,-0.13143960268877047
10,,27.9619,-82.5403,5.8,28.699999999999996,-0.2817685479852707,350.0,21.92,0.0,1.6993122684968072,17,-0.13143960268877047
11,,27.6531,-80.2428,8.5,19.400000000000002,0.7582013597142911,350.0,27.96,0.0,-1.1342645564312812,10,-1.6961248346964726
11,,27.6531,-80.2428,8.5,24.799999999999997,0.208112013799523,350.0,31.09,0.0,-0.72946786715584,2,-1.6961248346964726
12,,26.6847,-80.0994,5.8,12.100000000000001,2.657514822723491,350.0,36.91,0.0,-1.5390612457067223,8,-0.13143960268877047
12,,26.6847,-80.0994,5.8,23.899999999999995,-0.2817685479852707,350.0,25.95,0.0,-0.72946786715584,2,-0.13143960268877047
4,,30.4844,-81.7019,10.1,24.099999999999998,-0.6484947785951162,350.0,21.92,0.0,0.08012551139504238,2,1.4332456293189315
5,,30.3361,-81.5147,12.5,11.300000000000002,-0.2817685479852707,350.0,21.92,0.0,-1.1342645564312812,10,-0.13143960268877047
9,,30.3975,-84.3289,19.2,13.299999999999999,-0.2817685479852707,350.0,23.94,0.0,-0.72946786715584,3,-0.13143960268877047
9,,30.3975,-84.3289,19.2,23.000000000000004,-0.03545988563537432,350.0,23.04,0.0,-0.72946786715584,22,-0.13143960268877047
9,,30.3975,-84.3289,19.2,17.0,0.5146294602793936,350.0,27.96,0.0,0.08012551139504238,6,-0.13143960268877047
9,,30.3975,-84.3289,19.2,24.299999999999997,-1.384684002729806,350.0,14.09,0.0,0.08012551139504238,15,-0.13143960268877047
9,,30.3975,-84.3289,19.2,26.100000000000005,-1.3217384556848326,350.0,29.97,0.53,0.4849222006704836,27,-0.13143960268877047
9,,30.3975,-84.3289,19.2,29.200000000000003,-0.7716491097700643,350.0,19.01,0.0,0.8897188899459247,3,-0.13143960268877047
9,,30.3975,-84.3289,19.2,26.999999999999996,-0.9550122250749871,350.0,40.94,0.52,0.8897188899459247,21,-0.13143960268877047
9,,30.3975,-84.3289,19.2,28.099999999999998,-1.0781665562499352,350.0,14.99,0.0,0.8897188899459247,27,-0.13143960268877047
9,,30.3975,-84.3289,19.2,26.399999999999995,-1.1383753403799097,350.0,16.11,0.0,1.6993122684968072,17,-0.13143960268877047
8,,28.4339,-81.325,27.4,12.3,0.14790322966954816,340.0,21.03,0.0,-1.5390612457067223,28,-0.13143960268877047
8,,28.4339,-81.325,27.4,11.9,0.5748382444093685,340.0,29.08,0.0,-0.72946786715584,15,-0.13143960268877047
8,,28.4339,-81.325,27.4,25.799999999999997,-1.384684002729806,340.0,21.92,1.3,1.6993122684968072,6,-0.13143960268877047
8,,28.4339,-81.325,27.4,27.600000000000005,-1.0781665562499352,340.0,27.96,2.54,1.6993122684968072,14,-0.13143960268877047
3,,29.6919,-82.2756,37.5,18.099999999999998,0.45442067614941933,340.0,27.96,0.0,-0.72946786715584,19,1.4332456293189315
3,,29.6919,-82.2756,37.5,25.100000000000005,-0.2817685479852707,340.0,21.03,0.0,0.08012551139504238,2,1.4332456293189315
3,,29.6919,-82.2756,37.5,22.399999999999995,-0.7716491097700643,340.0,19.01,0.0,0.08012551139504238,8,1.4332456293189315
3,,29.6919,-82.2756,37.5,26.399999999999995,-1.4448927868597807,340.0,16.11,0.0,1.2945155792213658,30,1.4332456293189315
1,,29.1828,-81.0483,9.4,29.200000000000003,-0.8318578939000388,340.0,23.04,0.0,1.2945155792213658,8,-0.13143960268877047
6,,24.555,-81.7522,1.2,24.200000000000003,-0.3419773321152452,340.0,21.92,0.01,-1.5390612457067223,27,-1.6961248346964726
6,,24.555,-81.7522,1.2,20.500000000000004,1.9842711456337747,340.0,29.08,0.0,-0.72946786715584,15,-1.6961248346964726
6,,24.555,-81.7522,1.2,21.3,0.8813556908892396,340.0,23.94,0.0,-0.3246711778803988,8,-1.6961248346964726
6,,24.555,-81.7522,1.2,24.400000000000002,-0.40492287916021885,340.0,19.01,0.0,0.08012551139504238,7,-1.6961248346964726
6,,24.555,-81.7522,1.2,30.599999999999998,-0.03545988563537432,340.0,34.0,0.01,1.2945155792213658,18,-1.6961248346964726
6,,24.555,-81.7522,1.2,29.699999999999996,0.3312663449744709,340.0,21.03,0.0,1.6993122684968072,18,-1.6961248346964726
7,,25.7906,-80.3164,8.8,15.699999999999998,-0.6484947785951162,340.0,21.92,0.66,-1.5390612457067223,29,1.4332456293189315
7,,25.7906,-80.3164,8.8,16.3,-0.22155976385529608,340.0,19.91,0.0,-0.72946786715584,16,1.4332456293189315
7,,25.7906,-80.3164,8.8,20.200000000000003,-0.5253404474201679,340.0,21.03,0.0,-0.3246711778803988,8,1.4332456293189315
10,,27.9619,-82.5403,5.8,19.400000000000002,1.0045100220641876,340.0,33.11,0.0,-0.3246711778803988,7,-0.13143960268877047
10,,27.9619,-82.5403,5.8,26.3,-0.6484947785951162,340.0,21.92,0.0,0.4849222006704836,16,-0.13143960268877047
10,,27.9619,-82.5403,5.8,24.6,3.024241053333337,340.0,55.03,0.33,1.6993122684968072,11,-0.13143960268877047
12,,26.6847,-80.0994,5.8,13.299999999999999,-0.03545988563537432,340.0,23.04,0.45,-1.5390612457067223,29,-0.13143960268877047
2,,26.0719,-80.1536,3.4,14.100000000000001,-0.40492287916021885,340.0,19.01,0.48,-1.5390612457067223,29,-0.13143960268877047
2,,26.0719,-80.1536,3.4,24.099999999999998,0.3312663449744709,340.0,27.96,0.13,-1.1342645564312812,9,-0.13143960268877047
2,,26.0719,-80.1536,3.4,22.5,0.637783791454342,340.0,29.08,0.0,0.08012551139504238,6,-0.13143960268877047
4,,30.4844,-81.7019,10.1,19.899999999999995,0.08495768262457505,340.0,23.04,0.31,-0.72946786715584,2,1.4332456293189315
5,,30.3361,-81.5147,12.5,21.900000000000002,0.5146294602793936,340.0,36.91,0.07,-1.5390612457067223,21,-0.13143960268877047
5,,30.3361,-81.5147,12.5,14.200000000000001,-1.3217384556848326,340.0,21.92,0.0,-1.1342645564312812,2,-0.13143960268877047
5,,30.3361,-81.5147,12.5,15.699999999999998,-0.3419773321152452,340.0,17.0,0.0,-1.1342645564312812,26,-0.13143960268877047
5,,30.3361,-81.5147,12.5,23.600000000000005,0.6979925755843164,340.0,34.0,0.01,-0.3246711778803988,3,-0.13143960268877047
5,,30.3361,-81.5147,12.5,26.799999999999997,-0.8318578939000388,340.0,25.95,0.15,0.8897188899459247,16,-0.13143960268877047
5,,30.3361,-81.5147,12.5,24.699999999999996,-0.7114403256400897,340.0,14.99,0.0,1.2945155792213658,29,-0.13143960268877047
9,,30.3975,-84.3289,19.2,15.299999999999999,-0.5882859944651415,340.0,21.03,0.0,-1.5390612457067223,4,-0.13143960268877047
9,,30.3975,-84.3289,19.2,13.699999999999998,-0.8318578939000388,340.0,23.04,0.73,-1.5390612457067223,6,-0.13143960268877047
9,,30.3975,-84.3289,19.2,7.300000000000001,2.227843045068672,340.0,35.12,0.67,-1.5390612457067223,7,-0.13143960268877047
9,,30.3975,-84.3289,19.2,10.899999999999999,0.3914751291044457,340.0,25.95,0.0,-1.5390612457067223,27,-0.13143960268877047
9,,30.3975,-84.3289,19.2,19.899999999999995,-0.9550122250749871,340.0,16.11,0.01,-0.72946786715584,8,-0.13143960268877047
9,,30.3975,-84.3289,19.2,14.000000000000002,-1.1383753403799097,340.0,19.01,0.0,-0.3246711778803988,8,-0.13143960268877047
9,,30.3975,-84.3289,19.2,29.400000000000002,-0.9550122250749871,340.0,19.01,0.0,1.2945155792213658,17,-0.13143960268877047
9,,30.3975,-84.3289,19.2,29.400000000000002,-0.8318578939000388,340.0,23.94,0.0,1.2945155792213658,24,-0.13143960268877047
8,,28.4339,-81.325,27.4,21.399999999999995,0.7582013597142911,330.0,35.12,0.37,-1.1342645564312812,8,-0.13143960268877047
8,,28.4339,-81.325,27.4,20.100000000000005,0.637783791454342,330.0,21.03,0.0,-1.1342645564312812,26,-0.13143960268877047
8,,28.4339,-81.325,27.4,18.600000000000005,1.248081921499085,330.0,31.09,0.0,-0.3246711778803988,7,-0.13143960268877047
8,,28.4339,-81.325,27.4,22.9,0.08495768262457505,330.0,31.99,0.16,0.08012551139504238,13,-0.13143960268877047
8,,28.4339,-81.325,27.4,24.299999999999997,0.208112013799523,330.0,23.94,0.88,0.4849222006704836,6,-0.13143960268877047
8,,28.4339,-81.325,27.4,27.5,-0.4651316632901934,330.0,36.91,0.0,0.8897188899459247,3,-0.13143960268877047
8,,28.4339,-81.325,27.4,27.9,-0.6484947785951162,330.0,27.96,0.08,0.8897188899459247,27,-0.13143960268877047
8,,28.4339,-81.325,27.4,28.099999999999998,-1.1383753403799097,330.0,29.97,0.0,1.2945155792213658,16,-0.13143960268877047
3,,29.6919,-82.2756,37.5,19.299999999999997,-0.8948034409450125,330.0,16.11,0.0,-1.1342645564312812,19,1.4332456293189315
3,,29.6919,-82.2756,37.5,26.799999999999997,-1.384684002729806,330.0,21.92,0.03,0.8897188899459247,16,1.4332456293189315
1,,29.1828,-81.0483,9.4,15.699999999999998,1.1276643532391355,330.0,29.97,0.94,-1.5390612457067223,7,-0.13143960268877047
1,,29.1828,-81.0483,9.4,10.0,-0.2817685479852707,330.0,16.11,0.01,-1.5390612457067223,28,-0.13143960268877047
1,,29.1828,-81.0483,9.4,9.899999999999999,-0.4651316632901934,330.0,23.94,0.0,-1.5390612457067223,30,-0.13143960268877047
1,,29.1828,-81.0483,9.4,9.8,0.08495768262457505,330.0,25.95,0.0,-0.72946786715584,15,-0.13143960268877047
1,,29.1828,-81.0483,9.4,27.299999999999997,-0.9550122250749871,330.0,23.04,0.1,0.8897188899459247,2,-0.13143960268877047
6,,24.555,-81.7522,1.2,24.400000000000002,-0.8318578939000388,330.0,14.99,0.0,-1.5390612457067223,5,-1.6961248346964726
6,,24.555,-81.7522,1.2,25.300000000000004,1.8611168144588264,330.0,38.92,0.07,-1.5390612457067223,7,-1.6961248346964726
6,,24.555,-81.7522,1.2,24.799999999999997,0.6979925755843164,330.0,23.04,0.0,0.08012551139504238,6,-1.6961248346964726
6,,24.555,-81.7522,1.2,29.400000000000002,-0.5253404474201679,330.0,16.11,0.0,0.4849222006704836,28,-1.6961248346964726
7,,25.7906,-80.3164,8.8,27.600000000000005,0.637783791454342,330.0,27.96,0.14,0.08012551139504238,2,1.4332456293189315
10,,27.9619,-82.5403,5.8,15.399999999999999,0.2683207979294978,330.0,27.96,0.0,-1.5390612457067223,30,-0.13143960268877047
10,,27.9619,-82.5403,5.8,18.7,1.5545993679789558,330.0,29.97,0.0,-0.72946786715584,14,-0.13143960268877047
10,,27.9619,-82.5403,5.8,26.999999999999996,3.453912830988156,330.0,65.99,4.24,1.6993122684968072,10,-0.13143960268877047
11,,27.6531,-80.2428,8.5,13.599999999999998,0.208112013799523,330.0,19.91,0.0,-1.5390612457067223,28,-1.6961248346964726
11,,27.6531,-80.2428,8.5,10.699999999999998,-0.22155976385529608,330.0,19.91,0.2,-1.5390612457067223,29,-1.6961248346964726
12,,26.6847,-80.0994,5.8,16.3,0.208112013799523,330.0,21.92,0.0,-1.5390612457067223,28,-0.13143960268877047
12,,26.6847,-80.0994,5.8,14.100000000000001,-0.3419773321152452,330.0,21.03,0.0,-1.5390612457067223,30,-0.13143960268877047
12,,26.6847,-80.0994,5.8,20.200000000000003,-0.22155976385529608,330.0,21.92,0.0,-1.1342645564312812,13,-0.13143960268877047
12,,26.6847,-80.0994,5.8,22.299999999999997,0.2683207979294978,330.0,29.97,3.5,-0.3246711778803988,23,-0.13143960268877047
12,,26.6847,-80.0994,5.8,28.699999999999996,-0.15861421681032248,330.0,29.08,0.06,1.6993122684968072,2,-0.13143960268877047
2,,26.0719,-80.1536,3.4,16.8,0.637783791454342,330.0,27.07,0.0,-0.72946786715584,15,-0.13143960268877047
2,,26.0719,-80.1536,3.4,21.399999999999995,0.2683207979294978,330.0,25.95,0.0,-0.3246711778803988,7,-0.13143960268877047
4,,30.4844,-81.7019,10.1,16.8,0.208112013799523,330.0,25.95,0.0,-0.72946786715584,19,1.4332456293189315
4,,30.4844,-81.7019,10.1,24.899999999999995,-0.8318578939000388,330.0,16.11,0.0,1.2945155792213658,29,1.4332456293189315
5,,30.3361,-81.5147,12.5,11.400000000000002,0.3914751291044457,330.0,25.05,0.0,-1.5390612457067223,30,-0.13143960268877047
5,,30.3361,-81.5147,12.5,21.100000000000005,2.0444799297637495,330.0,38.03,0.0,-1.1342645564312812,9,-0.13143960268877047
5,,30.3361,-81.5147,12.5,14.799999999999999,0.08495768262457505,330.0,23.94,0.0,-1.1342645564312812,16,-0.13143960268877047
5,,30.3361,-81.5147,12.5,16.6,0.208112013799523,330.0,25.95,0.0,-0.72946786715584,19,-0.13143960268877047
